nama_media,jenis_media,penanggung_jawab,pemimpin_redaksi,badan_hukum,provinsi,alamat,telp,email,website,status,tanggal
rakyatsatu.com,Siber,Ichsan Mahmud,Ichsan Mahmud,Lintas Media Sakti,Sulawesi Selatan,Jalan Pemuda No 122 Watansoppeng,082228281616,rakyatsatu.com@gmail.com,https://www.rakyatsatu.com/,Terverifikasi Administratif,2020-03-04
LamanQu,Siber,Erni Novianti,Erni Novianti,Digital Media Sriwijaya,Sumatera Selatan,"Jl. Sukabangun II No. 22 RT. 043 RW. 002 Kelurahan Sukajaya, Kecamatan Sukarami, Kota Palembang Sumatera Selatan",082162301688,vava.alvaro@gmail.com,www.lamanqu.id,Terverifikasi Administratif,2020-03-04
Harian Reaksi Nasional,Cetak,Abdul M Hartawan,Abdul M Hartawan,Ryandara Mandiri Perkasa,Jawa Barat,"Jl. Raya Perjuangan No. 9 Bekasi Utara, Kota Bekasi",(021) 88970240,reaksinasional015@yahoo.com,reaksinasional.com,Terverifikasi Administratif,2020-03-04
Fokus Metro Sulbar,Cetak,Samsuddin,Samsuddin,PT Fokus Metro Sulawesi Barat,Sulawesi Barat,"BTN Permatasari Blok G/6, Kelurahan Tande Timur, Kecamatan Banggae Timur, Kabupaten Majene, Sulawesi Barat",0422-2420313/ 081241645344,fokusm@yahoo.com,fokusmetrosulbar.com,Terverifikasi Administratif,2020-03-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
beritaminang.com,Siber,Replianto,Replianto,Berita Minang Media Sumbar,Sumatera Barat,"Komp. Kuala Nyiur II Blok J No. 9 Kel. Pasie Nan Tigo, Kec. Koto Tangah Kota Padang Sumatera Barat-25171",081270620751,minangberita@gmail.com,www.beritaminang.com,Terverifikasi Administratif,2020-03-04
jurnas.com,Siber,Rusman,Rusman,pt,DKI Jakarta,"Lantai 38, BF-B1, Apartemen The Mansion, Kemayoran, Jakarta Pusat",(021) 29475271,redaksi@jurnas.com,www.jurnas.com,Terverifikasi Administrasi,2020-03-03
Prokalteng.co,Siber,"Indar, ST","Indar, ST",Kalteng Cakrawala Media,Kalimantan Tengah,"Jalan pramuka. kelurahan: menteng, kecamatan: jekan raya, kota palangka raya, provinsi kalimantan tengah. kode pos: 74874.",+62 852-5285-2006,kaltengposdotco@gmail.com,https://prokalteng.co,Terverifikasi Administratif dan Faktual,2020-03-02
Jawa Pos Radar Solo,Cetak,Nur Wahid,Kabun Triyanto,Surakarta Intermedia Pers,Jawa Tengah,"Jalan Kebangkitan Nasional Nomor  37 RT. 004 RW. 004 Sriwedari, Laweyan, Surakarta",02717653106,redaksi.radarsolo@gmail.com,"https://radarsolo.jawapos.com/ , www.radarsolo.id",Terverifikasi Administratif dan Faktual,2020-03-02
Pantauriau.com,Siber,Yon Rizal Solihin,Yon Rizal Solihin,PT. PANTAU MEDIYA JAYA,Riau,"Jalan Sudirman Gg Kuini No 4 RT 08 Kelurahan Bintan Kecamatan Dumai Kota,",08126838909,pantau.riau@gmail.com,pantauriau.com,Terverifikasi Administratif,2020-02-26
Rakjat.com,Siber,Rahmad Ramadhan,Rahmad Ramadhan,Media Bersama Rakjat,Bengkulu,Jalan Kebun Veteran Rt 17 Rw 02 No 29 Keluarahan Nusa Indah Kecamatan Ratu Agung Kota Bengkulu,082371693320,rakjatcom@gmail.com,https://www.rakjat.com/,Terverifikasi Administratif,2020-02-26
jambi-independent.co.id,Siber,Rian Muiz,Risza S Bassar,pt,Jambi,"Graha Pena Jambi, Jl. Soedirman No.100, Thehok",0741 23330,jambikoran@gmail.com,www.jambiindependent.co.id,Terverifikasi Administrasi dan Faktual,2020-02-26
wartaniaga.com,Siber,"Didin Ariyadi, SE","Didin Ariyadi, SE",PT. Wartaniaga Media Cakrawala,Kalimantan Selatan,"Jl. Sultan Adam Rt. 31 No. 03 Ruko Lt. 2 (Samping Komplek Madani I)
Kelurahan Surgi Mufti Kec. Banjarmasin Utara 70122",0823-5249-1772,redaksi@wartaniaga.com,wartaniaga.com,Terverifikasi Administratif dan Faktual,2020-02-22
metrokalimantan.com,Siber,Suratman,Suratman,PT. Maju Bersama Media,Kalimantan Selatan,"Jl. Padat Karya, Komp Perdana Mandiri, Blok G/V Rt 20, N0 103, Banjarmasin, Kalimantan Selatan",0852 4895 4217,redmetrokal@gmail.com,metrokalimantan.com,Terverifikasi Administratif dan Faktual,2020-02-22
Seputar Kota,Cetak,"Yusni Hardi,S.Pd","Yusni Hardi,S.Pd",Sinar Banua Kita,Kalimantan Selatan,Jln. Sungai Andai Komp.PWI No 8 RT 30 Kel.Sungai Andai,082199865568,jemmyhuzain@gmail.com,https://seputar-kota.com/,Terverifikasi Administratif,2020-02-14
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
bakabar.com,Siber,Milhan Rusli,Milhan Rusli,Media Digital Gemilang,Kalimantan Selatan,"Jalan Mayjend Sutoyo S No.29 RT 08 RW 01Kelurahan Teluk Dalam, Kecamatan Banjarmasin Tengah, Banjarmasin-70117",0511-4244701,miaapahabar@gmail.com,www.bakabar.com,Terverifikasi Administratif dan Faktual,2020-02-10
ewarta.co,Siber,Edwin Syahputra,Edwin Syahputra,pt,Bengkulu,Jl Merawan 7 Blok A No. 19 Sawah Lebar Kota Bengkulu,"No. Telp dan WA, 085366947777",ewartahoki2020@gmail.com,www.ewarta.co,Terverifikasi Administrasi,2020-02-10
MAJALAH SPEKTROEM,Cetak,"BAYU WIJAYANTO, S.Sos","BAYU WIJAYANTO, S.Sos",SPEKTROEM MEDIA MANDIRI,Jawa Timur,JL. PANJAITAN NO. 18 DESA JURUREJO KEC. NGAWI KAB. NGAWI JAWA TIMUR,085815973480,mpspektroem13@gmail.com,www.spektroem.com,Terverifikasi Administratif,2020-02-05
The Mimbar Melayu Tbk,Cetak,Muradi,Muradi,Mimbar Melayu TBK,Riau,"Jalan Palapa No.03 RT 03, RW 05 Labuh Baru Timur, Pekanbaru",081282584524,Tabloidmimbarmelayu@gmail.com,-,Terverifikasi Administratif,2020-02-05
Radar Kediri,Cetak,MOCH. SUBCHI N,MAHFUD,PT KEDIRI INTERMEDIA PERS,Jawa Timur,"Jl. Raya Gampeng 45, Gampengrejo Kab. Kediri",0354-681320,mahfudsuper@gmail.com,"radarkediri.jawapos.com, radarkediri.id",Terverifikasi Administratif dan Faktual,2020-02-05
potretkepri.com,Siber,Amran Sihombing,Amran Sihombing,Andales Potret Media,Kepulauan Riau,"Ruko Tiban Poin,Blok B2 nomor 2",085274612212,potretkepri@yahoo.co.id,https://www.potretkepri.com,Terverifikasi Administratif,2020-02-05
globalplanet.news,Siber,ARDHI FITRIANSYAH,Achmad Taufiq Akbar,PT GLOBAL PLANET MEDIA,Sumatera Selatan,Jalan Brigdjen Hasan Kasim Komplek Jaya Raya Garden Blok.C09  Kota Palembang,081369037070,redaksi.globalplanet@gmail.com,http://globalplanet.news/,Terverifikasi Administratif,2020-02-04
suluhriau.com,Siber,Hendri Z,Hendri Z,Suluh Media Utama,Riau,"Jl.Putri Tujuh, Komp. Perum P. Tujuh Blok HH No 20, Panam, Pekanbaru 28294","(0761) 3048945, 085263732059",khairullah.rm@gmail.com,www.suluhriau.com,Terverifikasi Administratif,2020-02-04
kejoranews.com,Siber,Hendro Riswono,Hendro Riswono,Kejora Nusantara Sejahtera,Kepulauan Riau,"Jln. Teuku Umar No. 33 Lubuk Baja, Batam",081534341571,redaksikejoranews@gmail.com,kejoranews.com,Terverifikasi Administratif,2020-02-04
gardaberita.com,Siber,Eka Satria,Eka Satria,Dhianti Magantra Media,Riau,Jalan Buatan-Siak Rt.17 Rw.03. Kel.Sungai Mempura.Kec.Mempura.Kab.Siak. Prov.Riau,08127656550,redaksi.gardaberita19@gmail.com,https://gardaberita.com,Terverifikasi Administratif,2020-02-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Klikkalsel.com,Siber,Zainal Helmie,Zainal Helmie,PT. Media Lala Utama,Kalimantan Selatan,"Jl. Padat Karya, Blok Kenanga No. 17 RT. 13 RW. 01, Sungai Andai, Banjarmasin Utara, Kota Banjarmasin",082255921575,redaksiklikkalsel@gmail.com,www.klikkalsel.com,Terverifikasi Administratif dan Faktual,2020-02-04
Redaksisulut.com,Siber,"Merson Simbolon, SE.,M.Si","Merson Simbolon, SE.,M.Si",PT.MEDIA REDAKSI SULUT,Sulawesi Utara,"Jln.ArieLasut, Kelurahan Ternate Baru Lingk.IVKec.Singkil Kota Manado-Sulut",Tlp. 0431 - 7192646 / Hp. 0821,halim.redaksisulut@gmail.com,http://www.redaksisulut.com,Terverifikasi Administratif,2020-01-31
INTINEWS.CO.ID,Siber,partogi,Partogi Angkola P,PT. INTI MEDIA WICAKSANA,Kepulauan Riau,"Jalan Nila, No.9A, RT/RW.02/12, Kel.Tanjungpinang Barat, Kec. Tanjungpinang Barat, Batu Hitam, Kota Tanjungpinang - Provinsi Kepri. Kode Pos. 29113",081919816633,intimediawicaksana@gmail.com,www.intinews.co.id,Terverifikasi Administratif,2020-01-31
kesatu.co,Siber,Andy Rusnandy,Andy Rusnandy,PT Zebe Multi Media,Jawa Barat,"Jalan Terusan Kapten Halim No. 149 A, Kelurahan Nagri Kidul, Kecamatan Purwakarta, Kabupaten Purwakarta
Kode Pos 41111",(0264) 8394743 Ext. 104,kesatuco@gmail.com,www.kesatu.co,Terverifikasi Administratif dan Faktual,2020-01-28
KabarJombang.com,Siber,Adi Susanto,Adi Susanto,Susanto Bersaudara Intermedia Pers,Jawa Timur,"Jl. Halmahera no.99, Plandi",03218495641,redaksi@kabarjombang.com,https://kabarjombang.com,Terverifikasi Administratif,2020-01-28
inikalteng.com,Siber,M. Zainal,M. Zainal,Inikalimantan Media Raya,Kalimantan Tengah,Jl. G. Obos XIV Gg. Biru Blok A No.14 RT.015/RW.006 Kel. Menteng Kec. Jekan Raya,085332723454,redaksiinikalteng@gmail.com,www.inikalteng.com,Terverifikasi Administratif,2020-01-28
Panji Kepri,Cetak,,,PT,Kepulauan Riau,Komplek Pertokoan Glory View II Blok C No. 10 Batam,0778-467627,panjikepri@yahoo.com,,Terverifikasi Administrasi dan Faktual,2020-01-28
marwahkepri.com,Siber,,,PT,Kepulauan Riau,Komplek Glory View II Blok C No. 10 Batam Center,0778-467627,marwahkepri@yahoo.com,marwahkepri.com,Terverifikasi Administrasi dan Faktual,2020-01-28
fokuskepri.com,Siber,APON HADIWIJAYA,APON HADIWIJAYA,GITA SIBER KEPRI MANDIRI,Kepulauan Riau,"Komplek Mega Legenda 2 blok D2 No. 30, Kel. Baloi Permai, Kec. Batam Kota, Kota Batam, Kepulauan Riau.",081372111054,redaksifokuskepri516@gmail.com,www.fokuskepri.com,Terverifikasi Administratif,2020-01-24
Lendoot.com,Siber,Rusdianto,Rusdianto,Global Intimedia Perkasa,Kepulauan Riau,Komplek Balai City Garden Blok E-7 Nomor 1 RT 002/RW 001 Kelurahan Kapling Kecamatan Tebing Kabupaten Karimun Provinsi Kepri 29661 Hanphone 0813-7250-7409 Telepon 0777-7333164 Email admin@lendoot.com,0812-6184-7978,lendotkarimun@gmail.com,www.lendoot.com,Terverifikasi Administratif,2020-01-23
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
indolinear.com,Siber,Rukman,"Saut Raja Pasaribu, BA",PT Hedora Regenindo Media,Banten,Jalan Raya Ciater-BSD RT 002 / 003 No.1A Kelurahan Rawa Mekar Kecamatan Serpong,(021) 7565071,kinghendroarifin@gmail.com,https://indolinear.com,Terverifikasi Administratif dan Faktual,2019-12-26
BARITO POST,Cetak,"H. GUNTUR PRAWIRA, SE",ANANG FADILAH,WAHANA KARYA MEDIA,Kalimantan Selatan,JALAN SIMPANG TELAWANG NO. 11 A KELURAHAN KERTAK BARU ILIR KECAMATAN BANJARMASIN TENGAH KOTA BANJARMASIN PROVINSI KALIMANTAN SELATAN 70231,"0811-515 3646, 0511-674 0570",baritopost@yahoo.com,baritopost.co.id,Terverifikasi Administratif dan Faktual,2019-12-26
Tribun Lampung,Cetak,DUANTO ASTO SUDRAJAT,DUANTO ASTO SUDRAJAT,Lampung Media Grafika,Lampung,Jln. Zainal Abidin Pagaralam No. 83 Gedongmeneng Rajabasa Bandar Lampung,704777,finance.tribunlampung@gmail.com,Tribunlampung.co.id,Terverifikasi Administratif dan Faktual,2019-12-26
Tribunlampung.co.id,Siber,DUANTO ASTO SUDRAJAT,DUANTO ASTO SUDRAJAT,Lampung Media Grafika,Lampung,Jln. Zainal Abidin Pagaralam No. 83 Gedongmeneng Rajabasa Bandar Lampung 35145,704777,lampungfinance2@gmail.com,Tribunlampung.co.id,Terverifikasi Administratif dan Faktual,2019-12-26
Duta TV,Televisi,"DR. H. Syaifudin, SH, MH","Drs. Fathurrahman, M.Med, Kom",PT. Duta Televisi Indonesia,Kalimantan Selatan,"Komplek Semanda 1 No. 29, RT.20, Jl. Pramuka, Sungai Lulut, Kec. Banjarmasin Tim., Kota Banjarmasin, Kalimantan Selatan 70238",(0511) 3256520,duta.televisi@gmail.com,https://dutatv.com/,Terverifikasi Administratif dan Faktual,2019-12-19
Suara Mandiri Pos,Cetak,Mawardi,Mawardi,PT SUARA MANDIRI PERSADA,Kepulauan Riau,Jln Taman Raya Square Blok E2 Kompllek Pertokoan Taras Mall No.9 Batam Kota,0778-4171036,rakyatmediapers@gmail.com,www.suaramandiripos.id,Terverifikasi Administratif,2019-12-19
zonasultra.com,Siber,Sudirman Duhari,Sudirman Duhari,Citra Media Abadi,Sulawesi Tenggara,"BTN Permata Anawai Blok A2 Nomor 2, Anawai, Wuawua",082196610311,redaksizonasultra@gmail.com,www.zonasultra.com,Terverifikasi Administratif,2019-12-19
rasio.co,Siber,Dahri Maulana,Dahri Maulana,Laksana Rasio Media Inovasi,Kepulauan Riau,"Town House Cluster Puri Melati Blok A no 2b, Batam Center.",081276119850,pariadi_adi@yahoo.co.id,rasio.co,Terverifikasi Administratif dan Faktual,2019-12-18
pesisirnews.com,Siber,Zamri Nurman,Kavilah Somarito,PT PESISIR INTI MEDIA,Riau,Jln M Boya Lrg Krakatau No 15 Tembilahan,082385174000,pesisirnews@yahoo.com,pesisirnews.com,Terverifikasi Administratif,2019-12-18
barakata.id,Siber,Yuri Bahasa Trisna,Yuri Bahasa Trisna,PT Barakata Bintang Media,Kepulauan Riau,"Komp. Bukit Surya Indah (BSI) Residence Blok B2/12, Kelurahan Belian, Kecamatan Batam Kota, Kota Batam",08117036661,barakatakita@gmail.com,barakata.id,Terverifikasi Administratif dan Faktual,2019-12-18
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
dayaknews.com,Siber,Drs.Barthel B Usin,Drs.Barthel B Usin,PT. Dayak Pos Karya Mandiri,Kalimantan Tengah,Jalan Sisingamangaraja IV No.03 Palangka Raya Kalimantan Tengah (Kalteng),Telp. 0536-23440 hp. 0813 5286,dayak.news@yahoo.com,https://dayaknews.com,Terverifikasi Administratif dan Faktual,2019-12-18
sindonews.com,Siber,Purwanto,Purwanto,Sindonews Portal Indonesia,DKI Jakarta,"Gedung Inews Center Lt.12, MNC Center Complex, Jl. Kebon Sirih N0.17-19, Kebon Sirih, Menteng, Jakarta Pusat, 10340",0213924706,redaksi.sindonews@mncgroup.com,sindonews.com,Terverifikasi Administratif dan Faktual,2019-12-18
Lentera Swara Lampung,Cetak,Ilwadi Perkasa,Ilwadi Perkasa,Lentera Timur Abadi,Lampung,"Jl. Untung Suropati, Gg. Famili 1, Perumahan Gita Green Estate No. 5, Labuhan Ratu Raya, Bandarlampung",082175851999,bintanghendri3@gmail.com,www.lenteraswaralampung.com,Terverifikasi Administratif,2019-12-12
Nusaperdana.com,Siber,EFENDI AQIL,EFENDI AQIL,PT Nusa Perdana Global Media,Riau,"Jalan Suntung Ardi No. 89, Tembilahan Kota, Tembilahan, Indragiri Hilir, Riau, Indonesia",082283104206,dexpratama@gmail.com,Nusaperdana.com,Terverifikasi Administratif,2019-12-12
Jurnalbengkulu.com,Siber,Rahmad Ramadhan,Rahmad Ramadhan,Jurnal Bengkulu Online,Bengkulu,"Jl. Ogan Nomor 53  RT. 007 RW. 002, Kelurahan Padang Harapan, Kecamatan Gading Cempaka",082282577700,jurnalbengkulu9@gmail.com,www.jurnalbengkulu.com,Terverifikasi Administratif,2019-12-12
Liputan Kepri News,Cetak,Amran Chan,Amran Chan,Lakano Sukse Mandiri,Kepulauan Riau,Pasar Tiban Selatan Blok S4 No. 7-8 RT.006 RW.007 Kel. Tiban Baru Kec. Sekupang Kota Batam,081267804041,lkn_liputankeprinews@yahoo.com,lkn_liputankepeinews@yahoo.com,Terverifikasi Administratif,2019-12-12
Berita Pagi,Cetak,,,PT,Sumatera Selatan,"Jl. Talang Kerangga No. 33, Palembang","(0711) 372188,",huberitapagi@gmail.com,www.beritapagi.co.id,Terverifikasi Administrasi dan Faktual,2019-12-12
kaganga.com,Siber,Riki Okta Putra,Polyn Rudy FS,PT. KAGANGA CITRA LESTARI,Sumatera Selatan,"Jl. Dwikora II No. 1250 Rt. 010, Rw. 004 Kec. Ilir Barat I Palembang",0711-315616 / 081273257822,redaksi@kaganga.com,kaganga.com / kaganganews@gmail.com,Terverifikasi Administratif dan Faktual,2019-12-09
Tuntasonline.id,Siber,Repi Putra,Repi Putra,Media Tuntas Online,Bengkulu,Jl kapuas 1 no d-12 kelurahan padang harapan kecamatan gading cempaka,082371693320,mediatuntasonline@gmail.com,https://www.tuntasonline.id/,Terverifikasi Administratif,2019-12-05
www.smnnews.co.id,Siber,Kanti Wiyoto,Kundari Pri Susanti,Media Digital Nasional,Jawa Timur,JL.Durian (Ruko PG Pesantren) Pesantren - Kota Kediri,(0354) 4526358,harianonlinesmn@gmail.com,www.smnnews.co.id,Terverifikasi Administratif dan Faktual,2019-12-03
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
realitarakyat.com,Siber,Erwin Syahputra Siregar,Wisnu Yusep,PT Realita Alfra Malelo,Jawa Barat,"Jln Jakarta Barat 2 Blok C 3 , Perumahan Bekasi Jaya Indah (BJI) Mekar Sari. Kota Bekasi 

https://www.google.com/search?q=alamat+realitarakyat.com&ie=utf-8&oe=utf-8&client=firefox-b",(021) 8805872 / 081907431839,realitarakyat@gmail.com,www.realitarakyat.com,Terverifikasi Administratif,2019-12-03
Silampari Televisi,Televisi,Endang Kusmadi,Endang Kusmadi,Arrisma Linggau Televisi Media,Sumatera Selatan,"Graha Pena Linggau Pos Jalan Yos Sudarso, No.4 RT.01 Kelurahan Watervang, Kecamatan Lubuklinggau Timur I",07333281322,siltv.llg@gmail.com,http://silamparitv.co.id/siltv/,Terverifikasi Administratif,2019-12-02
sriwijayamedia.com,Siber,Darfian Mahar Jaya Suprana,Darfian Mahar Jaya Suprana,PT Sultana Jaya Media,Sumatera Selatan,"Komplek Maskarebet B 25 No 5 Jalan Bunga Mayang RT 03 RW 01 Kelurahan Talang Kelapa, Kecamatan Alang-Alang Lebar Kota Palembang, Sumsel",081367978595,maharsindo@gmail.com,sriwijayamedia.com,Terverifikasi Administratif,2019-12-02
beritabatam.co,Siber,Benny Sikumbang,Ismail,Media Batam Atafuang,Kepulauan Riau,"Redaksi :
Ruko Greend Land Blok P No 10 Batam Centre
email : beritabatamco@gmail.com",telp (0778) 7490929,beritabatamco@gmail.com,beritabatam.co,Terverifikasi Administratif,2019-12-02
Koran Linear,Cetak,Sihara Pardede,Sihara Pardede,PT Linear Media Utama,Banten,Jalan Ciater Raya No 1 E RT 002 Rw 003 Kelurahan Rawa Mekar Jaya Kecamatan Serpong  Email: koranlinear@gmail.com,(021) 75682602,koranlinear@gmail.com,koranlinear@gmail.com,Terverifikasi Administratif dan Faktual,2019-12-02
cakrawalatoday.com,Siber,Abbas Abdurrahman,Abbas Abdurrahman,CAKRAWALA DUTA PERKASA,Riau,"Jalan Kampar No. 71, Sungai Rhu, Pekan Baru, Riau",0811 7516767,cakrawaladutaperkasa@gmail.com,www.cakrawalatoday.com,Terverifikasi Administratif,2019-12-02
suarariau.co,Siber,Elpi Alkhairi,Elpi Alkhairi,Riau Tetra Media,Riau,"Jalan Hang Nadim No. 18, Sail, Pekanbaru, Riau - Indonesia",081991237419,suarariau.official@gmail.com,www.suarariau.co,Terverifikasi Administratif,2019-12-02
berandang.com,Siber,Evan Trijasa,Evan Trijasa,pt,Bengkulu,Jl. Mahoni Perum Pondok Kharisma Blok J.23 RT. 20 Kelurahan Bumi Ayu Kecamatan Selebar Kota Bengkulu,(0736) 5513087,evantrijasa13@gmail.com,www.berandang.com,Terverifikasi Administrasi,2019-12-02
koran kabar bengkulu,Cetak,NUR HIDAYATI. M,Alwin Feraro,pt,Bengkulu,jl.danau dendam RT1 kelurahan surabaya kota bengkulu,+6285382830605,kabarbengkulu10@gmail.com,,Terverifikasi Administrasi,2019-12-02
BantenHits.com,Siber,Djunaedi Tjunti Agus,Darussalam,PT Jagad Media Investama,Banten,"Apartemen Modernland,  Tower Kuning, Blok YC-01-CB/YC-GF-02,  Kota Tangerang",021-5544218,redbantenhits01@gmail.com,www.bantenhits.com,Terverifikasi Administratif,2019-11-30
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Sumsel Pers,Cetak,Kawar Dante,Kawar Dante,Anugrah Sumsel Pers,Sumatera Selatan,Jalan Enim Blok P.5a Kel. Demang Lebar Daun Kec. IB1 Palembang,08117870039,sumselpers@gmail.com,www.sumselpers.id,Terverifikasi Administratif dan Faktual,2019-11-30
SKU Real News,Cetak,M. ANWAR SY RASUAN,M. ROFEI HUSIN,CAHAYA DINAR UTAMA,Sumatera Selatan,"JALAN WIRAJAYA II, NOMOR.895 A, RT.03, RW.04, KELURAHAN SIRING AGUNG, KECAMATAN ILIR BARAT I, KOTA PALEMBANG, PROVINSI SUMATERA SELATAN",081271114544,cahayadinarutama@gmail.com,-,Terverifikasi Administratif dan Faktual,2019-11-30
Swarnanews.co.id,Siber,Sarono Putro Sasmito,Sarono Putro Sasmito,Swarna Dwipa Harapan,Sumatera Selatan,Jl. Raden Fatah No.004 Rt. 041 Rw. 00 Kelurahan 30 Ilir Kecamatan ilir Barat II Palembang,07117443978,swarnanews1@gmail.com,www.swarnanews.co.id,Terverifikasi Administratif dan Faktual,2019-11-29
Media Sriwijaya,Cetak,Kurnati abdullah,Kurnati abdullah,Media Sriwijaya Anugerah,Sumatera Selatan,"Jl. Jend Sudirman KM. 3,5 Lr. Simanjuntak No. 1281, Pahlawan, Kemuning, Kota Palembang, Sumatera Selatan 30126",08127322495,contact.mediasriwijaya@gmail.com,www.mediasriwijaya.com,Terverifikasi Administratif dan Faktual,2019-11-29
Pelitasumsel.com,Siber,Wawan Hasbuan,Firwanto M Isa,Pelita Media Sumsel,Sumatera Selatan,Kantor: Jalan  Angkatan 45 No 2131 B Kel.Lorok Pakjo Kec.Ilir Barat I Palembang  Telp: 081373753973,081373753973,pelitasumselnews@gmail.com,Www.pelitasumsel.com,Terverifikasi Administratif dan Faktual,2019-11-29
GoSumsel.com,Siber,FIRWANTO M.ISA,FIRWANTO M.ISA,Sumsel Brother Nusantara,Sumatera Selatan,"Komp. Perum Griya Srimulya Blok D.15 RT 024 RW 004 Srimulya, Kecamatan Sematang Borang Palembang",081278286841,redaksigosumsel@gmail.com,www.gosumsel.com,Terverifikasi Administratif dan Faktual,2019-11-29
Tatiye.id,Siber,Moh. Syakir Alting,Moh. Syakir Alting,PT TATIYE MEDIATAMA NUSANTARA,Gorontalo,"Jl. Aloei Saboe, Desa Teratai, Kec. Marisa Utara, Kab. Pohuwato, Prov. Gorontalo",04432214651,tatiyemediatama@gmail.com,www.tatiye.id,Terverifikasi Administratif dan Faktual,2019-11-29
intens.news,Siber,Muhammad Uzair,Muhammad Uzair,PT Multimedia Buana Sriwijaya Nusantara,Sumatera Selatan,"Jalan Tegal Binangun RT. 28 Ruko 1, 2, dan 3 Kelurahan Jakabaring Banyuasin","(0711) 5541300, 5541301",intens.redaksi@gmail.com,www.intens.news,Terverifikasi Administratif dan Faktual,2019-11-29
read.id,Siber,IRWANTO ACHMAD,IRWANTO ACHMAD,Bumi Aksara Pratama,Gorontalo,"Jalan Nani Wartabone no 140. Kelurahan Biawao Kecamatan Kota Selatan Kota Gorontalo, 96134.",08114348901,readindonesiaku@gmail.com,https://read.id,Terverifikasi Administratif dan Faktual,2019-11-29
SKH Seputar Malut,Cetak,Farizal Magrib,Farizal Magrib,Seputar Malut Raya,Maluku Utara,"Jln. Kalibobo, RT 06 / RW 03 Kelurahan Ngade -  Kota Ternate - Maluku Utara",0921 - 6202185 / 0813-4213-077,seputarmalut.daerah@gmail.com,,Terverifikasi Administratif,2019-11-29
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
narasi.tv,Siber,Z. Rachmat Sugito,Z. Rachmat Sugito,narasi media pracaya,DKI Jakarta,"intiland building, jalan jenderal sudirman kav 32 lantai 20, karet tengsin, tanah abang",021-57939176,narasimediapracaya@gmail.com,www.narasi.tv,Terverifikasi Administratif dan Faktual,2019-11-28
katakepri.com,Siber,"ADE PUTRA HARAHAP, S.IP","Selamat Sebastian, S.I.Kom",KATA KEPRI KARYA MEDIA,Kepulauan Riau,"PERUM GRIYA SURYA INDAH, KEC. TANJUNGPINANG TIMUR, KOTA TANJUNGPINANG -PROVINSI KEPRI",082169304717,Redaksikatakepri@gmail.com,katakepri.com,Terverifikasi Administratif dan Faktual,2019-11-28
Radar Depok,Cetak,Iqbal Muhammad,Muhammad Agung HR,Depok Ekspres Media,Jawa Barat,Ruko Verbena Grand Depok CityJl. Boulevard GDC Ruko Verbena No A-16 Depok,021-7702570 ext.11,,radardepok.com,Terverifikasi Administratif dan Faktual,2019-11-28
terkininews.com,Siber,"Kasmadi, S.Kom","Raja Dachroni, S.Sos, M.Si",PT Terkini Kepri Media,Kepulauan Riau,JL. Basuki Rahmat No.6 Lt. II - Kota Tanjungpinang - KEPRI,082284192205,redaksi.terkininews@gmail.com,www.terkininews.com,Terverifikasi Administratif dan Faktual,2019-11-28
